Date,Voltage,Current,Power,Energy,Frequency,Power Factor,Reactive Power,Apparent Power
2024-04-14 17:14:23,120.10,0.04,3.10,0.03,59.80,0.74,2.83,4.20
2024-04-14 17:14:33,120.00,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 17:14:43,119.90,0.04,3.10,0.03,59.80,0.74,2.82,4.20
2024-04-14 17:14:53,120.00,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 17:15:03,120.00,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 17:15:13,120.10,0.04,3.10,0.03,59.90,0.74,2.83,4.20
2024-04-14 17:15:23,120.00,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 17:15:33,120.00,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 17:15:43,120.10,0.04,3.10,0.03,59.90,0.74,2.83,4.20
2024-04-14 17:15:53,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:16:03,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:16:14,120.60,0.04,3.10,0.03,59.90,0.73,2.88,4.22
2024-04-14 17:16:24,120.50,0.04,3.10,0.03,59.90,0.74,2.84,4.22
2024-04-14 17:16:34,120.70,0.04,3.10,0.03,60.00,0.71,3.06,4.35
2024-04-14 17:16:44,120.70,0.04,3.10,0.03,60.00,0.73,2.89,4.22
2024-04-14 17:16:54,120.40,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 17:17:04,120.80,0.04,3.10,0.03,60.00,0.71,3.06,4.35
2024-04-14 17:17:15,120.60,0.04,3.10,0.03,59.90,0.73,2.88,4.22
2024-04-14 17:17:25,120.70,0.04,3.10,0.03,59.90,0.73,2.89,4.22
2024-04-14 17:17:35,120.50,0.04,3.10,0.03,60.00,0.74,2.84,4.22
2024-04-14 17:17:45,120.70,0.04,3.10,0.03,60.00,0.73,2.89,4.22
2024-04-14 17:17:55,120.50,0.04,3.10,0.03,59.90,0.74,2.84,4.22
2024-04-14 17:18:05,120.60,0.04,3.10,0.03,60.00,0.73,2.88,4.22
2024-04-14 17:18:16,120.20,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:18:26,120.20,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 17:18:36,120.20,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:18:46,120.50,0.04,3.10,0.03,59.90,0.74,2.84,4.22
2024-04-14 17:18:56,120.50,0.04,3.10,0.03,60.00,0.74,2.84,4.22
2024-04-14 17:19:06,120.30,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:19:16,120.80,0.04,3.10,0.03,60.00,0.73,2.89,4.23
2024-04-14 17:19:26,120.90,0.04,3.10,0.03,60.00,0.71,3.06,4.35
2024-04-14 17:19:36,120.80,0.04,3.10,0.03,60.00,0.71,3.06,4.35
2024-04-14 17:19:46,120.00,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 17:19:56,121.00,0.04,3.10,0.03,60.00,0.73,2.89,4.24
2024-04-14 17:20:06,120.70,0.04,3.10,0.03,60.00,0.73,2.89,4.22
2024-04-14 17:20:17,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:20:27,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:20:37,120.70,0.04,3.10,0.03,59.90,0.73,2.89,4.22
2024-04-14 17:20:47,120.60,0.04,3.10,0.03,60.00,0.73,2.88,4.22
2024-04-14 17:20:57,120.60,0.04,3.10,0.03,59.90,0.73,2.88,4.22
2024-04-14 17:21:07,120.50,0.04,3.10,0.03,59.90,0.74,2.84,4.22
2024-04-14 17:21:17,120.70,0.04,3.10,0.03,60.00,0.73,2.89,4.22
2024-04-14 17:21:27,120.60,0.04,3.10,0.03,59.90,0.73,2.88,4.22
2024-04-14 17:21:37,120.60,0.04,3.10,0.03,60.00,0.73,2.88,4.22
2024-04-14 17:21:47,120.50,0.04,3.10,0.03,60.00,0.74,2.84,4.22
2024-04-14 17:21:57,120.30,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 17:22:07,120.50,0.04,3.10,0.03,60.00,0.74,2.84,4.22
2024-04-14 17:22:18,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 17:22:28,120.60,0.04,3.10,0.03,60.00,0.73,2.88,4.22
2024-04-14 17:22:38,120.60,0.04,3.10,0.03,60.00,0.73,2.88,4.22
2024-04-14 17:37:50,119.40,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 17:38:00,119.60,0.04,3.10,0.03,60.00,0.74,2.82,4.19
2024-04-14 17:38:10,119.40,0.04,3.10,0.03,60.00,0.74,2.81,4.18
2024-04-14 17:38:20,119.00,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:38:30,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:38:40,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:38:50,119.20,0.04,3.00,0.03,60.00,0.72,2.90,4.17
2024-04-14 17:39:00,119.20,0.04,3.00,0.03,60.00,0.72,2.90,4.17
2024-04-14 17:39:10,119.20,0.04,3.10,0.03,59.90,0.74,2.81,4.17
2024-04-14 17:39:20,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:39:30,119.10,0.04,3.00,0.03,59.90,0.72,2.89,4.17
2024-04-14 17:39:40,119.10,0.04,3.10,0.03,59.80,0.74,2.80,4.17
2024-04-14 17:39:51,119.20,0.04,3.00,0.03,59.90,0.72,2.90,4.17
2024-04-14 17:40:01,119.30,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:40:11,119.10,0.04,3.10,0.03,59.80,0.74,2.80,4.17
2024-04-14 17:40:21,119.20,0.04,3.00,0.03,59.90,0.72,2.90,4.17
2024-04-14 17:40:31,119.20,0.04,3.10,0.03,59.90,0.74,2.81,4.17
2024-04-14 17:40:41,119.10,0.04,3.10,0.03,59.90,0.74,2.80,4.17
2024-04-14 17:40:51,119.20,0.04,3.10,0.03,59.90,0.74,2.81,4.17
2024-04-14 17:41:01,119.30,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:41:11,119.30,0.04,3.10,0.03,60.00,0.74,2.81,4.18
2024-04-14 17:41:21,119.30,0.04,3.00,0.03,59.90,0.72,2.90,4.18
2024-04-14 17:41:31,119.30,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:41:41,119.30,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:41:52,119.40,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:42:02,119.30,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:42:12,119.20,0.04,3.10,0.03,59.90,0.74,2.81,4.17
2024-04-14 17:42:22,119.30,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:42:32,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:42:42,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:42:52,119.60,0.04,3.10,0.03,60.00,0.74,2.82,4.19
2024-04-14 17:43:02,119.50,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:43:12,118.80,0.04,3.10,0.03,60.00,0.75,2.75,4.16
2024-04-14 17:43:22,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:43:32,119.00,0.04,3.10,0.03,60.00,0.74,2.80,4.16
2024-04-14 17:43:42,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:43:53,118.90,0.04,3.10,0.03,59.90,0.74,2.80,4.16
2024-04-14 17:44:03,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:44:13,119.00,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:44:23,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:44:33,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:44:43,118.90,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:44:53,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:45:03,118.70,0.04,3.00,0.03,60.00,0.72,2.88,4.15
2024-04-14 17:45:13,118.80,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:45:23,119.10,0.04,3.10,0.03,60.00,0.74,2.80,4.17
2024-04-14 17:45:33,119.30,0.04,3.10,0.03,60.00,0.74,2.81,4.18
2024-04-14 17:45:43,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:45:54,119.20,0.04,3.00,0.03,60.00,0.72,2.90,4.17
2024-04-14 17:46:04,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:46:14,119.40,0.04,3.10,0.03,60.00,0.74,2.81,4.18
2024-04-14 17:46:24,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:46:34,119.20,0.04,3.10,0.03,60.00,0.74,2.81,4.17
2024-04-14 17:46:44,119.30,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 17:46:54,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:47:04,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:47:14,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:47:24,119.30,0.04,3.10,0.03,60.00,0.74,2.81,4.18
2024-04-14 17:47:34,119.20,0.04,3.10,0.03,60.00,0.74,2.81,4.17
2024-04-14 17:47:44,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:47:55,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:48:05,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:48:15,119.20,0.04,3.00,0.03,60.00,0.72,2.90,4.17
2024-04-14 17:48:25,119.20,0.04,3.10,0.03,60.00,0.74,2.81,4.17
2024-04-14 17:48:35,119.20,0.04,3.10,0.03,59.90,0.74,2.81,4.17
2024-04-14 17:48:45,119.20,0.04,3.10,0.03,60.00,0.74,2.81,4.17
2024-04-14 17:48:55,119.00,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:49:05,119.40,0.04,3.10,0.03,60.00,0.74,2.81,4.18
2024-04-14 17:49:15,119.30,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 17:49:25,119.20,0.04,3.10,0.03,59.90,0.74,2.81,4.17
2024-04-14 17:49:35,119.20,0.04,3.00,0.03,60.00,0.72,2.90,4.17
2024-04-14 17:49:45,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:49:56,119.30,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 17:50:06,119.90,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 17:50:16,119.50,0.04,3.00,0.03,59.90,0.72,2.90,4.18
2024-04-14 17:50:26,119.30,0.04,3.10,0.03,59.90,0.74,2.81,4.18
2024-04-14 17:50:36,119.10,0.04,3.00,0.03,59.90,0.72,2.89,4.17
2024-04-14 17:50:46,119.10,0.04,3.00,0.03,59.80,0.72,2.89,4.17
2024-04-14 17:50:57,119.20,0.04,3.00,0.03,59.90,0.72,2.90,4.17
2024-04-14 17:51:07,119.00,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:51:17,119.10,0.04,3.00,0.03,59.90,0.72,2.89,4.17
2024-04-14 17:51:27,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:51:37,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:51:47,119.10,0.04,3.00,0.03,59.90,0.72,2.89,4.17
2024-04-14 17:51:57,118.80,0.04,3.00,0.03,59.80,0.72,2.89,4.16
2024-04-14 17:52:07,118.70,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:52:17,119.00,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:52:27,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:52:37,119.00,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:52:47,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:52:58,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:53:08,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:53:18,118.50,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:53:28,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:53:38,118.70,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:53:48,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:53:58,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:54:08,118.70,0.04,3.00,0.03,60.00,0.72,2.88,4.15
2024-04-14 17:54:18,118.70,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:54:28,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:54:38,118.80,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:54:48,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:54:59,118.60,0.04,3.00,0.03,60.00,0.72,2.88,4.15
2024-04-14 17:55:09,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:55:19,118.20,0.04,3.00,0.03,59.80,0.73,2.83,4.14
2024-04-14 17:55:29,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:55:39,118.50,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:55:49,118.50,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:55:59,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:56:09,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 17:56:19,119.30,0.04,3.00,0.03,59.90,0.72,2.90,4.18
2024-04-14 17:56:29,119.20,0.04,3.00,0.03,59.90,0.72,2.90,4.17
2024-04-14 17:56:39,118.90,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:56:49,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:57:00,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:57:10,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:57:20,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:57:30,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:57:40,119.20,0.04,3.00,0.03,59.90,0.72,2.90,4.17
2024-04-14 17:57:50,119.20,0.04,3.00,0.03,60.00,0.72,2.90,4.17
2024-04-14 17:58:00,118.70,0.04,3.00,0.03,60.00,0.72,2.88,4.15
2024-04-14 17:58:10,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:58:20,119.10,0.04,3.00,0.03,60.00,0.72,2.89,4.17
2024-04-14 17:58:30,118.80,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:58:40,119.00,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:58:50,119.20,0.04,3.00,0.03,59.90,0.72,2.90,4.17
2024-04-14 17:59:01,119.30,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 17:59:11,119.00,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 17:59:21,118.90,0.04,3.00,0.03,59.90,0.72,2.89,4.16
2024-04-14 17:59:31,118.40,0.04,3.00,0.03,59.90,0.72,2.88,4.14
2024-04-14 17:59:41,118.30,0.04,3.00,0.03,59.90,0.72,2.87,4.14
2024-04-14 17:59:51,118.20,0.04,3.00,0.03,59.90,0.73,2.83,4.14
2024-04-14 18:00:02,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 18:00:12,118.10,0.04,3.00,0.03,59.90,0.73,2.83,4.13
2024-04-14 18:00:22,118.60,0.04,3.00,0.03,59.90,0.72,2.88,4.15
2024-04-14 18:00:32,118.40,0.03,3.00,0.03,60.00,0.75,2.66,4.03
2024-04-14 18:00:42,118.30,0.04,3.00,0.03,59.90,0.72,2.87,4.14
2024-04-14 18:00:52,118.40,0.04,3.00,0.03,60.00,0.72,2.88,4.14
2024-04-14 18:01:02,118.50,0.04,3.00,0.03,60.00,0.72,2.88,4.15
2024-04-14 18:01:12,118.40,0.04,3.00,0.03,60.00,0.72,2.88,4.14
2024-04-14 18:01:22,118.80,0.04,3.00,0.03,60.00,0.72,2.89,4.16
2024-04-14 18:01:32,118.10,0.03,3.00,0.03,60.00,0.75,2.66,4.02
2024-04-14 18:01:42,118.10,0.04,3.00,0.03,60.00,0.73,2.83,4.13
2024-04-14 18:01:52,117.70,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:02:03,117.60,0.04,3.00,0.03,60.00,0.73,2.81,4.12
2024-04-14 18:02:13,117.90,0.04,3.00,0.03,60.00,0.73,2.82,4.13
2024-04-14 18:02:23,118.00,0.04,3.00,0.03,60.00,0.73,2.82,4.13
2024-04-14 18:02:33,117.80,0.04,3.00,0.03,59.90,0.73,2.82,4.12
2024-04-14 18:02:43,117.80,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:02:53,117.90,0.04,3.00,0.03,59.90,0.73,2.82,4.13
2024-04-14 18:03:03,118.00,0.04,3.00,0.03,60.00,0.73,2.82,4.13
2024-04-14 18:03:13,117.20,0.04,3.00,0.03,60.00,0.73,2.80,4.10
2024-04-14 18:03:23,117.80,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:03:33,117.70,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:03:43,117.90,0.04,3.00,0.03,59.90,0.73,2.82,4.13
2024-04-14 18:03:53,117.40,0.04,3.00,0.03,59.90,0.73,2.81,4.11
2024-04-14 18:04:04,117.70,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:04:14,117.50,0.03,2.90,0.03,59.90,0.73,2.73,4.00
2024-04-14 18:04:24,117.60,0.03,3.00,0.03,60.00,0.75,2.64,4.00
2024-04-14 18:04:34,118.10,0.04,3.00,0.03,60.00,0.73,2.83,4.13
2024-04-14 18:04:44,117.70,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:04:54,117.60,0.03,3.00,0.03,60.00,0.75,2.64,4.00
2024-04-14 18:05:04,117.40,0.04,3.00,0.03,59.90,0.73,2.81,4.11
2024-04-14 18:05:14,117.60,0.04,3.00,0.03,59.90,0.73,2.81,4.12
2024-04-14 18:05:24,117.80,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:05:34,117.80,0.04,3.00,0.03,60.00,0.73,2.82,4.12
2024-04-14 18:05:44,117.90,0.04,3.00,0.03,60.00,0.73,2.82,4.13
2024-04-14 18:05:54,117.90,0.04,3.00,0.03,59.90,0.73,2.82,4.13
2024-04-14 18:06:05,118.00,0.04,3.00,0.03,60.00,0.73,2.82,4.13
2024-04-14 18:06:15,118.60,0.04,3.00,0.03,60.00,0.72,2.88,4.15
2024-04-14 18:06:25,118.40,0.04,3.00,0.03,59.90,0.72,2.88,4.14
2024-04-14 18:06:35,118.30,0.04,3.00,0.03,59.90,0.72,2.87,4.14
2024-04-14 18:06:45,118.30,0.04,3.00,0.03,59.90,0.72,2.87,4.14
2024-04-14 18:06:55,118.50,0.04,3.00,0.03,60.00,0.72,2.88,4.15
2024-04-14 18:07:06,118.10,0.04,3.00,0.03,60.00,0.73,2.83,4.13
2024-04-14 18:07:16,117.80,0.03,3.00,0.03,59.90,0.75,2.65,4.01
2024-04-14 18:07:26,117.90,0.04,3.00,0.03,60.00,0.73,2.82,4.13
2024-04-14 18:07:36,117.90,0.04,3.00,0.03,60.00,0.73,2.82,4.13
2024-04-14 18:17:47,119.60,0.04,3.00,0.03,60.00,0.72,2.90,4.19
2024-04-14 18:17:57,119.40,0.04,3.00,0.03,59.90,0.72,2.90,4.18
2024-04-14 18:18:07,120.00,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 18:18:17,120.30,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:18:27,120.10,0.04,3.10,0.03,60.00,0.74,2.83,4.20
2024-04-14 18:18:37,120.00,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 18:18:48,120.30,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:18:58,120.60,0.04,3.10,0.03,60.00,0.73,2.88,4.22
2024-04-14 18:19:08,120.10,0.04,3.10,0.03,59.90,0.74,2.83,4.20
2024-04-14 18:19:18,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:19:28,120.50,0.04,3.10,0.03,60.00,0.74,2.84,4.22
2024-04-14 18:19:38,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:19:49,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:19:59,120.40,0.04,3.00,0.03,59.90,0.71,2.97,4.21
2024-04-14 18:20:11,120.40,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 18:20:22,120.30,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 18:20:33,120.50,0.04,3.10,0.03,60.00,0.74,2.84,4.22
2024-04-14 18:20:44,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:21:08,120.30,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 18:21:13,120.30,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:21:23,120.40,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 18:21:34,120.20,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 18:21:45,120.20,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 18:21:56,120.20,0.04,3.00,0.03,59.90,0.71,2.96,4.21
2024-04-14 18:22:07,120.30,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:22:18,120.40,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 18:22:29,120.10,0.04,3.10,0.03,60.00,0.74,2.83,4.20
2024-04-14 18:22:40,119.70,0.04,3.10,0.03,60.00,0.74,2.82,4.19
2024-04-14 19:56:33,119.60,0.04,3.00,0.03,59.90,0.72,2.90,4.19
2024-04-14 19:56:43,119.60,0.04,3.00,0.03,60.00,0.72,2.90,4.19
2024-04-14 19:56:53,119.80,0.04,3.00,0.03,59.90,0.72,2.91,4.19
2024-04-14 19:57:03,119.90,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 19:57:13,119.90,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 19:57:23,119.90,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 19:57:33,120.10,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 19:57:43,120.00,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 19:57:53,119.90,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 19:58:03,119.90,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 19:58:13,120.00,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 19:58:23,119.90,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 19:58:33,119.90,0.04,3.10,0.03,59.90,0.74,2.82,4.20
2024-04-14 19:58:43,119.90,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 19:58:53,120.00,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 19:59:03,119.70,0.04,3.10,0.03,60.00,0.74,2.82,4.19
2024-04-14 19:59:13,119.90,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 19:59:23,120.00,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 19:59:34,119.90,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 19:59:44,119.80,0.04,3.00,0.03,59.90,0.72,2.91,4.19
2024-04-14 19:59:54,119.90,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 20:00:04,120.00,0.04,3.00,0.03,59.90,0.71,2.96,4.20
2024-04-14 20:00:14,120.00,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 20:00:24,120.00,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 20:00:34,119.90,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 20:00:44,120.00,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 20:00:54,120.10,0.04,3.00,0.03,60.00,0.71,2.96,4.20
2024-04-14 20:01:04,120.20,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 20:01:14,120.40,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 20:01:24,120.30,0.04,3.00,0.03,60.00,0.71,2.97,4.21
2024-04-14 20:01:35,119.70,0.04,3.00,0.03,59.90,0.72,2.91,4.19
2024-04-14 20:01:45,120.30,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 20:01:55,119.60,0.04,3.00,0.03,59.90,0.72,2.90,4.19
2024-04-14 20:02:05,119.50,0.04,3.00,0.03,59.90,0.72,2.90,4.18
2024-04-14 20:02:15,119.60,0.04,3.00,0.03,59.90,0.72,2.90,4.19
2024-04-14 20:02:25,119.60,0.04,3.00,0.03,60.00,0.72,2.90,4.19
2024-04-14 20:02:35,119.60,0.04,3.00,0.03,60.00,0.72,2.90,4.19
2024-04-14 20:02:45,119.50,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 20:02:55,119.50,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 20:03:05,119.40,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 20:03:15,119.70,0.04,3.00,0.03,60.00,0.72,2.91,4.19
2024-04-14 20:03:25,119.80,0.04,3.00,0.03,60.00,0.72,2.91,4.19
2024-04-14 20:03:36,119.50,0.04,3.00,0.03,59.90,0.72,2.90,4.18
2024-04-14 20:03:46,119.50,0.04,3.00,0.03,60.00,0.72,2.90,4.18
2024-04-14 20:03:56,119.60,0.04,3.00,0.03,59.90,0.72,2.90,4.19
2024-04-14 20:04:06,119.70,0.04,3.00,0.03,60.00,0.72,2.91,4.19
2024-04-14 20:04:16,120.20,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 20:04:26,119.90,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 20:04:36,120.20,0.04,3.10,0.03,60.00,0.74,2.83,4.21
2024-04-14 20:04:46,120.00,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 20:04:56,120.00,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 20:05:06,120.30,0.04,3.10,0.03,59.90,0.74,2.83,4.21
2024-04-14 20:05:16,120.00,0.04,3.10,0.03,60.00,0.74,2.82,4.20
2024-04-14 20:05:26,120.10,0.04,3.00,0.03,60.00,0.71,2.96,4.20
